address,latitude,longitude,name
1706 W Market St,40.48317,-89.01937,KFC
211 Highway 7 South,39.0205,-94.19374,KFC
640 N Main St,40.74724,-85.17027,KFC
1007 Putney Rd,42.88168,-72.55782,KFC
4120 Highway 360 Ste 119,32.823486,-97.06024,Jimmy John's
537 W 2nd St,40.58491,-98.38851,Jimmy John's
1011 N Jefferson Way Ste 100,41.37004,-93.55905,Jimmy John's
295 State Route 104,43.46201,-76.48117,KFC
107 Ariel Circle,41.02494,-93.79694,KFC
1022 Richmond Ave,38.137,-79.0467,KFC
1500 N Broad St,36.4484,-83.5735,KFC
113 Radio City Dr,40.62521,-89.62079,KFC
1402 S 43rd St,43.01969,-87.967445,KFC
1050 Homer Rd,32.6232,-93.257,KFC
182 U.S. Highway 321 By-Pass South,34.36832,-81.10093,KFC
24 Woodlawn Dr,37.83639,-90.48559,KFC
1425 James Ave,38.86233,-86.5198,KFC
2169 Rawsonville Rd,42.2144,-83.5427,KFC
9089 Fields Ertel Rd,39.29201,-84.31007,KFC
205 S Davis Ave,33.74103,-90.71534,KFC
10310 Iron Bridge Road,37.37221,-77.5022,KFC
4804 N Sheridan Rd,41.96943,-87.654971,KFC
8200 Hamilton Ave,39.242,-84.5454,KFC
1209 Avenue D,47.92626,-122.09751,KFC
703 E Atlantic St,36.7209,-78.1183,KFC
3924 Portage Ave,41.7299,-86.2898,KFC
631 Hill St,31.60912,-89.20184,KFC
1207 Bragg Blvd,35.06631,-78.90055,Kfc
92 16th St,42.04835,-104.96275,Burger King
Route 115 & East End Blvd.,41.2497,-75.81464,Burger King
715 W Baltimore St,41.30441,-88.1601,Burger King
720 Old San Antonio Rd,30.08757,-97.82224,KFC
32120 Date Palm Drive,33.81505,-116.45802,KFC
410 E Leota St Ste 1,41.119743,-100.75955,Jimmy John's
4120 E McCain Blvd,34.78873,-92.22253,Jimmy John's
856 Statler Blvd,38.13783,-79.06677,Jimmy Johns
823 Belknap St Ste 101,46.72095,-92.09033,Jimmy John's
109 S 2nd W,43.82367,-111.7891,Jimmy John's
1217 E Front St,44.7643,-85.59159,Jimmy John's
3754 Elm St,38.82156,-90.51447,Jimmy John's
130 Blue Lakes Blvd N,42.56374,-114.46016,Jimmy John's
1311 Monmouth St,39.084393,-84.48495,KFC
212 Nevada Ave,37.17001,-104.51006,KFC / Taco Bell
2342 Philadelphia Ave,39.96882,-77.63491,Kenny's Drive-In
1829 Highway 90,29.9562,-95.0055,KFC
789 Wolcott St,41.56334,-73.010375,Arby's
1329 Whalley Ave,41.33184,-72.97385,Burger King
331 South Rd,41.726192,-72.76234,Wendy's
524 Farmington Ave,41.766508,-72.709338,Burger King
90 Airport Rd,41.738328,-72.667099,Wendy's
7808 N Academy Blvd,38.945493,-104.801681,Burger King
6704 Forest Hill Blvd,26.6506,-80.1459,Pollo Tropical
3900 S State Road 7,26.6139,-80.2109,Burger King
6903 Okeechobee Blvd,26.7081,-80.1518,Burger King
1760 S Military Trl,26.6515,-80.1123,Burger King
10030 Indiantown Rd,26.9416,-80.1918,Mcdonald's
100 State Rd 7,26.6783,-80.2018,McDonalds
2210 Hwy 540A,27.9533,-81.9254,McDonald's
1725 E Sunrise Blvd,26.137427,-80.124917,Burger King
7226 State Road 54,28.2166,-82.6945,McDonald's
10771 Gulf Blvd,27.769937,-82.769296,McDonald's
9441 St Rd 52,28.3316,-82.6584,McDonald's
4312 US Highway 19,28.2217,-82.735,KFC
7390 Coral Way,25.747346,-80.314871,Burger King
3411 Busch Blvd,28.0322,-82.4223,McDonald's
9951 Pines Blvd,26.00839,-80.27742,KFC
1600 S Andrews Ave,26.10207,-80.14087,McDonald's
6009 New Kings Rd,30.371543,-81.724224,Krystal
5901 S University Dr,26.0465,-80.2517,Burger King
189 Palm Bay Rd NE,28.0356,-80.6678,Burger King
9496 Colerain Ave,39.24411,-84.59499,Chick-fil-A
9740 Colerain Ave,39.2485,-84.5959,White Castle
7921 Mall Rd,38.99096,-84.65208,Jimmy John's
1740 Orrington Ave,42.049573,-87.680379,Burger King
5493 Business Hwy 151,42.0351,-91.553,McDonald's
3215 Adventureland Dr,41.65904,-93.49673,McDonald's
6090 Miramar Pkwy,25.9841,-80.2083,KFC
1335 Hurffville Rd,39.82068,-75.09013,Arby's
16177 West Rd,42.1408,-83.217,KFC
4998 Highland Rd Ste D,42.66001,-83.38581,Jimmy John's
950 W Peachtree St NW #250,33.78006,-84.38811,Pita Pit
2320 N Federal Hwy,26.2601,-80.0996,Pollo Tropical
1013 Court St,40.565352,-89.636833,McDonald's
2802 W Fir St,36.28886,-97.32412,McDonald's
816 W Main St,34.86752,-92.11802,McDonald's
1110 W Broadway Ave,43.47322,-110.78682,McDonald's
2520 S Gallatin St,32.27338,-90.19158,McDonald's
24 Fenn Rd,41.696556,-72.75655,"MOOYAH Burgers, Fries & Shakes"
159 Highway 165 S,30.81443,-92.66499,McDonald's
505 Lincoln Hwy,40.386958,-79.827721,McDonald's
1834 Highway 31 N,34.80619,-91.88607,McDonald's
106 E Broadway St,38.67479,-86.91264,McDonald's
1166 N Muldoon Rd,61.203697,-149.74467,McDonald's
1521 W Cameron Ave,30.64768,-97.01831,McDonald's
621 E 200 N,40.30226,-109.98212,McDonald's
180 Montgomery Pike,41.227374,-76.987329,McDonald's
2118 Cleveland Rd W,41.40663,-82.59233,McDonald's
1205 Commons Cir,44.49541,-89.51668,McDonald's
1464 Main St,41.71712,-72.23403,McDonald's
423 W Main St,39.02004,-82.04188,McDonald's
36390 Euclid Ave,41.62729,-81.4284,McDonald's
11591 Frankstown Rd,40.464887,-79.8292,McDonald's
524 W Washington St,39.60684,-90.81266,McDonald's
145 Highway 15 N,34.2526,-89.01857,McDonald's
960 W Reynolds St,40.87313,-88.64309,McDonald's
60 Home St,40.892688,-85.504043,McDonald's
4044 E Southport Rd,39.666483,-86.098015,McDonald's
1207 N Jefferson Way,41.37215,-93.55905,McDonald's
4545 W 38th St,39.8236,-86.23683,McDonald's
1726 Bagnell Dam Blvd,38.19483,-92.64291,McDonald's
44 S Park Dr,44.50412,-73.17974,McDonald's
1106 Hurffville Rd,39.8374,-75.08859,McDonald's
2805 Fern Valley Rd,38.15745,-85.71216,Waffle House
920 W Broadway,38.5295,-89.1479,Wendy's
2191 Independence Dr,39.5847,-86.1008,Long John Silver's
8800 Sepulveda Blvd,34.23007,-118.46727,KFC
1515 Julian R Allsbrook Hwy,36.43289,-77.63654,McDonald's
1711 Julian R Allsbrook Hwy,36.4325,-77.6348,Hardee's
280 Premier Blvd,36.42488,-77.63228,Chick-Fil-A
1801 Julian R Allsbrook Hwy,36.432534,-77.634273,Taco Bell
1499 Julian R Allsbrook Hwy,36.433883,-77.637117,Wendy's
1480 Julian R Allsbrook Hwy,36.4347,-77.63802,Burger King
916 W Broad St,34.80965,-78.98403,Burger King
613 E 4th Ave,34.81114,-79.17371,McDonald's
2692 Madison Rd Ste A1,39.146979,-84.445654,Boston Market
1114 E Broad St,34.9242,-79.7548,Arby's
1704 N Sandhills Blvd,35.1535,-79.4154,KFC
310 N Salisbury Ave,35.693279,-80.425686,Bojangles' Famous Chicken 'n Biscuits
15 US Hwys 64 Alt 70 SE,35.716,-81.3368,McDonald's
2495 Berlin Tpke,41.683808,-72.710015,Boston Market
435 Winthrop Ave,42.67923,-71.13396,Boston Market
13201 Cicero Ave,41.65236,-87.73756,Boston Market
5200 Baum Blvd,40.455887,-79.941648,Boston Market
1211 North Raleigh Street,35.9442,-77.7753,McDonald's
1240 Farmington Ave,41.754897,-72.766093,Boston Market
3000 Dr M L King Jr Blvd,35.103709,-77.085322,Chick-fil-A
185 Freedom Way,34.732051,-77.350008,Taco Bell
3300 9th St N W,41.65814,-93.50059,Burger King
18975 SW Tualatin Valley Hwy,45.49496,-122.87326,Burger King
775 Huffman Mill Road,36.071098,-79.494643,Bojangles' Famous Chicken 'n Biscuits
726 S Van Buren Rd,36.488783,-79.739254,Taco Bell
1718 West Main Street,35.254967,-80.451759,Bojangles' Famous Chicken 'n Biscuits
826 Highway 27 E,35.347539,-80.166738,Taco Bell
1950 Lincoln Way East,39.92084,-77.59563,Burger King
1601 Clearwater Ave,40.49636,-88.95231,Burger King
710 Nc 24 27 Byp E,35.34399,-80.17131,Arby's
817 20th St SW,46.888236,-98.719794,McDonald's
901 1st Ave S,46.899914,-98.708014,Hardee's
1801 7 Ave SW,46.89,-98.7178,Arby's
706 1st Ave S,46.901512,-98.70824,Domino's Pizza
711 S Broadway,48.229851,-101.295835,McDonald's
1734 S Broadway,48.21526,-101.29652,Arby's
1509 S Broadway,48.219926,-101.296028,Burger King
1500 S Broadway,48.22007,-101.29603,The Pita Pit
714 Highway 65 S,33.87634,-91.48227,SONIC Drive In
1520 E Second St,35.01617,-110.68156,Sonic Drive-In
1017 Plummer Dr,38.78841,-89.97861,Sonic Drive-In
3120 S Pacific Ave,32.67092,-114.59936,Sonic Drive-In
110 N Point Dr,39.04426,-83.92209,Skyline Chili
19855 S Prairie Rd E,47.16804,-122.16384,SONIC Drive In
1 E High St,39.510345,-84.74222,Skyline Chili
140 W 4th Ave,35.830679,-96.391998,Sonic Drive-In
1968 Declaration Dr,38.931845,-84.546752,Skyline Chili
501 N 6th St,31.14684,-93.2652,SONIC Drive In
105 Highway 82 E,33.39715,-90.90216,Sonic Drive-In
1201 Old Morrilton Hwy,35.10972,-92.44158,Sonic Drive-In
500 E Main St,46.827264,-100.883802,Hardee's
127 Dakota Ave,46.2636,-96.60218,Subway
924 Dakota Ave,46.2645,-96.61381,Burger King
1610 Cotton Grove Rd,35.7791,-80.2598,Wendy's
401 N Main St,35.826728,-80.249726,Arby's
12292 N NC Highway 150,35.9946,-80.268,McDonald's
2128 Rockford St,36.47726,-80.61877,Arby's
1906 Rockford St,36.481889,-80.614612,Wendy's
2120 Rockford St,36.4774,-80.6181,KFC
688 S Andy Griffith Pkwy,36.48605,-80.61622,Bojangles' Famous Chicken 'n Biscuits
2152 Rockford St,36.47578,-80.61961,Taco Bell
508 Renfro St,36.5041,-80.6066,McDonald's
2154 Rockford St,36.4752,-80.6198,Hardee's
1221 W Pine St,36.5011,-80.6346,Hardee's
1916 Rockford St,36.48386,-80.61388,McDonald's
111 Fisherville Rd,43.259243,-71.580582,McDonald's
822 Central St,43.44832,-71.62945,McDonald's
321 Loudon Rd,43.22897,-71.48333,Taco Bell
9770 Dallas Parkway,33.15897,-96.83929,Slim Chickens
"12530 Bandera Road,",29.56049,-98.677986,Slim Chickens
1805 E Harding St,35.17009,-92.71961,McDonald's
1705 E Commercial Ave,41.2899,-87.398091,McDonald's
103 N Main St,30.256138,-94.198237,McDonald's
769 John Fitch Blvd,41.8237,-72.6086,McDonald's
1125 Shelburne Rd,44.43763,-73.21083,McDonald's
155 Dorset St,44.46441,-73.18312,McDonald's
916 E Atlantic St,36.71719,-78.11745,McDonald's
225 Mary Grubbs Hwy,38.85851,-84.61866,McDonald's
351 Broadview Ave,38.72634,-77.80302,McDonald's
755 Lakewood Rd,41.5718,-73.0085,McDonald's
1890 Commercial St,38.25306,-93.36697,McDonald's
7105 S Olympia Ave,36.06044,-96.00355,McDonald's
199 Highway 47 E,38.98747,-90.97114,McDonald's
22183 Highway 216,33.27893,-87.09912,McDonald's
1100 S Magnolia St,30.764683,-94.415971,McDonald's
89 Talcottville Rd,41.82908,-72.49615,McDonald's
74 Reservoir Rd,41.856182,-72.42974,McDonalds
1907 High St N,39.4182,-75.0397,KFC
7820 W US Highway 50,38.52248,-106.02129,SONIC Drive In
10885 Culebra Rd,29.495428,-98.70723,SONIC Drive In
5050 N US Highway 23,44.427,-83.33008,McDonald's
825 N Main St,40.846587,-81.764059,McDonald's
525 N Milt Phillips Ave,35.22873,-96.67117,SONIC Drive In
350 Old Gallatin Rd,36.75084,-86.19144,SONIC Drive In
2800 S Limit Ave,38.6876,-93.25159,SONIC Drive In
300 W Broadway Blvd,38.70462,-93.23077,SONIC Drive In
222 Richmond Ave,41.00497,-92.42564,McDonald's
4041 Veterans Dr,41.378181,-88.844451,McDonald's
6711 Highway 431 S,34.65821,-86.48196,McDonald's
2070 Reno Hwy,39.47737,-118.80236,SONIC Drive In
3140 Miller Road,42.99084,-83.73737,SONIC Drive In
2401 S McKenzie St,30.37983,-87.68241,SONIC Drive In
101 Reinhold St,38.19246,-84.27701,McDonald's
10011 Jordan Rd Unit A,39.534313,-104.79436,McDonald's
990 W Riverside Dr,34.15064,-114.2887,McDonald's
710 S Highway 160,36.20925,-115.98532,McDonald's
1004 W Haul Rd,36.91983,-111.46175,McDonald's
10628 W Alt Hwy 98,30.18856,-85.75894,McDonald's
4435 Commerce Rd,37.4642,-77.4285,McDonald's
1119 Carter St,31.56959,-91.43609,SONIC Drive In
425 NW 4th St,36.07298,-90.95545,SONIC Drive In
103 W Central St,33.6095,-92.06545,Sonic Drive-In
431 Blue Lakes Blvd N,42.56951,-114.46101,Sonic Drive-In
545 E 5th St,38.55343,-91.00694,SONIC Drive In
275 S Liberty St,33.0812,-82.00997,SONIC Drive In
390 Locust St,42.50754,-90.67285,Shot Tower Inn
317 Winchester St,42.9258,-72.28923,McDonald's
409 E Sunflower Rd,33.74796,-90.71726,SONIC Drive In
310 Main St,38.75338,-104.74126,SONIC Drive In
58 Key Rd,42.926,-72.2975,Five Guys
601 S Broadway St,35.465,-95.52485,Sonic Drive-In
1500 2nd Ave E,33.961719,-86.460832,Sonic Drive-In
500 Oro Dam Blvd E,39.49875,-121.56917,SONIC Drive-In
350 S Highway 160,36.2146,-115.99284,SONIC Drive In
2501 Eagle Dr,37.26882,-107.0515,SONIC Drive In
1121 S Main St,34.4922,-91.55243,SONIC Drive In
1200 E Downing St,35.91527,-94.9526,SONIC Drive In
2534 Albany Ave,41.78578,-72.74817,McDonalds
513 Saw Mill Rd,41.270557,-72.97477,McDonald's
1129 Campbell Ave,41.28988,-72.95882,McDonald's
2020 N Main St,30.14303,-91.82323,McDonald's
5122 W Us Highway 52,39.722718,-85.897035,McDonald's
243 N Knowles Ave,45.12486,-92.53825,McDonald's
1705 S Broadway St,44.2962,-94.44373,McDonald's
698 W Main St,41.66616,-72.8059,McDonald's
702 N Mccoy Blvd,33.470649,-94.408923,McDonald's
406 Colman St,41.3604,-72.1165,McDonald's
891 E Cherry St,38.98351,-90.97066,SONIC Drive In
2423 South First Street,35.15669,-103.72436,Sonic Drive-In
800 W Gibson St,30.90739,-94.01518,McDonald's
303 N 10th St,34.12332,-93.05746,SONIC Drive In
1010 J St,40.39438,-95.83889,SONIC Drive In
2920 Harrison St,35.76526,-91.61956,SONIC Drive In
1834 Military Ave,37.01667,-94.73547,SONIC Drive In
5500 Bandel Rd NW,44.08025,-92.50503,McDonalds
2920 20th Ave,32.84548,-85.18245,McDonald's
1840 W Hill Ave,30.82061,-83.31292,McDonald's
372 S Gloster St,34.253044,-88.715996,McDonald's
401 W Martin Luther King Hwy,32.421618,-85.693886,McDonald's
1799 Farmington Ave,41.75659,-72.88279,McDonald's
3109 E 1st St,32.20723,-82.378958,McDonald's
111 E Illinois Ave,36.6386,-95.15439,McDonald's
1708 Cotton Grove Rd,35.77711,-80.25885,McDonald's
62 E Midland Trl,37.776505,-79.433129,McDonald's
603 W Broad St,42.8123,-83.7894,McDonald's
61 Falls Creek Dr,38.12543,-82.62732,McDonald's
500 W State Route 92,39.367825,-94.356011,McDonald's
995 Friedens Church Rd,38.356792,-78.925964,McDonalds
111 E 9th St,38.415725,-87.764203,McDonald's
1123 S Range Line Rd,37.078409,-94.477481,McDonald's
1531 W 7th St,37.08511,-94.53052,McDonald's
755 W 6th S,43.126636,-115.702015,McDonald's
159 E 300 S,37.0432,-112.52502,McDonald's
1918 Jefferson St,38.551234,-92.201152,McDonald's
10447 Spur Hwy,60.55963,-151.23544,McDonalds
385 Furnace Rd,37.83932,-83.85748,McDonald's
421 E Highway 199,32.96287,-97.67837,McDonald's
3000 E Grand Ave,41.30866,-105.557,McDonald's
3312 Cleveland Blvd,43.64493,-116.66235,Sonic Drive-In
3200 FM 967 Ste B,30.09765,-97.87631,SONIC Drive In
729 Highway 100,35.73989,-87.47314,Sonic Drive-In
304 W Highway 22,39.2186,-92.13855,SONIC Drive In
359 Old Gallatin Rd,36.75114,-86.19313,McDonald's
904 Riverside Blvd Ste A,42.04138,-97.41227,Domino's Pizza
2768 E Cherokee St,35.1668,-81.4496,Wendy's
401 Shelby Road,35.10839,-81.605653,Krystal
1560 Robert St S,44.8992,-93.0805,KFC
99 Route 23 South,41.17586,-74.58964,Domino's Pizza
3310 Brooks St,46.839918,-114.029859,McDonald's
640 Desoto Ave,34.19678,-90.56477,Domino's Pizza
520 S Hwy 89,43.460735,-110.76627,Domino's Pizza
2113 Airline Drive,32.53442,-93.70767,Five Guys
1151 Partridge Pl Ste A,46.62154,-112.02211,Quiznos
103 S 1st Ave,45.6673,-108.771,Hardee's
1023 Main St,41.26789,-110.9667,Domino's Pizza
5842 Goodman Rd,34.9519,-90.05072,Domino's Pizza
2334 McIngvale Rd,34.82593,-89.97155,Domino's Pizza
4109 2nd Ave N,47.5073,-111.237,Domino's Pizza
12358 Highway 226 South,35.8873,-82.0646,Taco Bell
3203 Taylorsville Highway,35.7961,-80.9389,McDonald's
255 N Center St,35.787323,-80.889688,Hardee's
64 Walmart Plaza,35.362077,-83.202253,Bojangles' Famous Chicken 'n Biscuits
108 15401 Byp W,34.608235,-79.67963,McDonald's
1884 East Firetower Rd,35.565196,-77.357115,Arby's
632 N Memorial Dr,35.6085,-77.3953,McDonald's
3000 Landmark St,35.5748,-77.38778,McDonald's
901 East Cumberland St,35.302124,-78.60114,Bojangles' Famous Chicken 'n Biscuits
1819 John B White Sr Blvd,34.922449,-81.98615,Waffle House
100 Manatee St,34.68926,-77.0681,McDonald's
980 N Military Trl,26.6924,-80.1117,KFC
1200 South Ave,40.63,-74.4006,Burger King
900 Bloomfield Ave,40.85133,-74.300796,Burger King
2403 Maple Avenue,36.066331,-79.429866,Bojangles' Famous Chicken 'n Biscuits
1101 Memorial Dr E,36.27627,-76.97745,Burger King
2501 S Horner Blvd,35.459631,-79.144912,Arby's
1516 Dabney Dr,36.3325,-78.4347,Wendy's
165 S Broad St,42.52043,-75.52266,McDonald's
3190 Long Beach Rd,40.634483,-73.640591,Burger King
1650 S Main St,34.754263,-79.477012,Wendy's
1400 S Main St,34.75966,-79.469868,Arby's
1304 S Main St,34.7605,-79.46914,McDonalds
1513 S Main St,34.7585,-79.472,KFC
3106 Avenue I,41.87787,-103.67603,Sonic Drive-In
601 W 27 St,41.8743,-103.671,Arby's
201 E Leota St Ste 100,41.12108,-100.76172,Quiznos
617 Tomar Dr,42.235,-97.00426,McDonald's
521 S Main St,43.60024,-116.39225,Jimmy John's
3367 S Federal Way,43.57116,-116.18707,Pizza Hut
937 29th St SE,44.88916,-97.06827,Jimmy John's
25 Market St E,44.3658,-98.2135,Domino's Pizza
1900 Dakota Ave S,44.34411,-98.21403,Burger King
1865 Dakota Ave S,44.34454,-98.21429,McDonald's
1200 N Lacrosse St,44.09808,-103.19936,McDonald's
2250 Haines Ave,44.1073,-103.2209,Hardee's
804 E North St,44.088,-103.19784,McDonald's
604 5th St,44.079673,-103.2255,Hardee's
1001 E North St,44.08732,-103.19405,Hardee's
720 Cleveland St,44.0617,-103.23109,McDonald's
1910 6th Ave SE,45.45884,-98.4598,Wendy's
615 Centennial St S,45.458682,-98.437843,Taco Bell
403 N 2nd St,45.47083,-98.49103,McDonald's
1615 6th Ave SE,45.459717,-98.463788,McDonald's
1205 6th Ave SE,45.45918,-98.47017,Arby's
500 N Green Valley Pkwy,36.026806,-115.084724,Wendy's
1600 N Riverside Dr,36.006202,-106.065142,Taco Bell
1610 N Riverside Dr,36.0153,-106.0671,Wendy's
4140 S Carson St,39.1292,-119.7712,Wendy's
4050 S Carson St,39.12965,-119.77112,Taco Bell
309 E William St,39.170384,-119.764318,Jack in the Box
4604 W Sahara Ave Ste 1,36.1449,-115.2048,Domino's Pizza
1515 W Williams Ave,39.4746,-118.7938,KFC
1280 W Williams Ave,39.47546,-118.79167,Taco Bell
2005 W Williams Ave,39.47598,-118.80079,McDonald's
55 S Taylor St,39.47428,-118.78112,Jack In The Box
1034 Paseo Del Pueblo Sur,36.38368,-105.58719,Pizza Hut
654 Sudderth Dr,33.3243,-105.65231,Taco Bell
710 Paseo del Pueblo Sur Ste E,36.3931,-105.58247,Domino's Pizza
129 Clayton Rd,36.88486,-104.43919,Domino's Pizza
3471 State Highway 47,34.81076,-106.69808,Domino's Pizza
9550 Sage Rd SW Ste A103,35.05507,-106.73832,Domino's Pizza
5109 Coors Blvd NW Ste F,35.14474,-106.69405,Domino's Pizza
4760 McMahon Blvd NW,35.195614,-106.65914,Burger King
1717 Sudderth Dr,33.32832,-105.66307,Domino's Pizza
140 Sudderth Ave,33.3238,-105.6292,McDonalds
2289 E Superior St,32.7853,-108.2403,Wendy's
1315 North Hudson St,32.7786,-108.2739,Blake's LotaBurger
1940 Us Hwy 180 E80 East,32.786569,-108.252269,Arby's
1020 N California St,34.06919,-106.89295,Burger King
1102 N California St,34.07221,-106.89317,McDonald's
917 N California St,34.06673,-106.8929,Domino's Pizza
1010 S Hwy 85,34.045867,-106.89187,Arby's
2109 N Date St,33.15464,-107.2482,McDonald's
2608 S 1st St,35.15413,-103.72482,McDonald's
1510 East Gibbs,29.3698,-100.886,Sonic Drive-In
2553 Military Rd,43.106999,-78.983287,Burger King
605 N Main St,35.9554,-85.0318,Wendy's
197 Peavine Rd,35.959965,-84.98514,Taco Bell
1618 S Roane St,35.91321,-84.58305,Wendy's
1603 S Roane St,35.91298,-84.582,Taco Bell
912 5th St Se,44.8899,-97.1091,Domino's Pizza
901 26th St SE,44.933737,-97.099966,Culver's
1220 9th Ave SE,44.88968,-97.09631,Arby's
820 35th Street Cir,44.8913,-97.0591,McDonald's
407 9th Ave SE,44.89057,-97.11095,McDonald's
1196 East Jackson Blvd,36.302524,-82.455268,Bojangles' Famous Chicken 'n Biscuits
2100 West Market Street,36.312,-82.3876,Taco Bell
5 Old Shore Rd,40.838347,-73.703483,Burger King
1651 Highway 1 S,33.3751,-91.04145,Hardee's
1619 N Expressway,33.276203,-84.291451,Hardee's
30 S Antrim Way,39.79087,-77.73131,Hardee's
702 E Main St,42.67885,-74.47783,McDonald's
681 US Highway 27 S,38.38122,-84.30691,Hardee's
1480 Western Ave,42.681,-73.839,Burger King
4008 Kennedy Dr,41.492752,-90.456137,Hardee's
6 S 15th St,42.506139,-94.177668,Hardee's
1431 Avenue H,40.630143,-91.32324,Hardee's
74 Maple St,44.47368,-73.21676,Handy's Lunch
1849 E 9th St,40.0744,-93.59673,Hardee's
Highway 136 W Killian,34.870086,-85.513707,Hardee's
2439 W Main St,34.25519,-88.74546,Hardee's
58 East Broad Street,41.186932,-80.974449,Arby's
903 E Atlantic St,36.718489,-78.117308,Hardee's
177 Front St,35.691036,-84.862521,Hardee's
314 S Main St,36.639372,-80.270101,Hardee's
659 Somerset St,40.4858,-74.4727,Hardee's
2003 Hutchinson Avenue,31.7213,-99.9616,SONIC Drive In
2101 7th St,28.98364,-95.96494,McDonald's
2804 7th St,28.983318,-95.956889,Jack in the Box
3733 N 19th St,31.57952,-97.17198,McDonald's
5122 Nesconset Hwy,40.9203,-73.0521,Five Guys
300 I 35 Hwy NE,32.00572,-97.09507,Taco Bell
6333 New York 25A,40.9435,-72.8425,McDonald's
390 Chestnut Commons Dr,41.34579,-82.0674,Burger King
279 S Sandusky St,40.289973,-83.067971,McDonald's
1405 Corsicana Hwy,32.00897,-97.09784,Jack in the Box
160 State Highway 77,32.04505,-97.09023,Burger King
5185 Turney Rd,41.4208,-81.60833,Taco Bell
14101 Cedar Rd,41.501359,-81.532359,Burger King
10780 Brookpark Rd,41.419301,-81.759695,Long John Silver's
1721 S Mechanic St,29.180916,-96.260904,Jack in the Box
202 Commonwealth Ave,36.6963,-79.8755,McDonald's
6494 Brandt Pike,39.8467,-84.1141,KFC
130 Lee Jackson Highway,38.1238,-79.0648,McDonald's
11 Alpine Dr,39.309801,-85.21749,Wendy's
1742 Wildcat Blvd S,39.01995,-84.6896,White Castle
7914 Alexandria Pike,38.962674,-84.392852,Burger King
7782 Dudley Dr,39.35413,-84.36907,Burger King
110 W Layton Ave,42.9596,-87.9102,KFC
10775 Reading Rd,39.26312,-84.41687,Wendy's
2100 Medical Arts Dr,39.079748,-84.706751,Gold Star Chili
5030 Deerfield Blvd,39.30788,-84.3149,QDOBA Mexican Eats
4151 Lynn Rd,41.11121,-81.24625,Wendy's
600 W California St,33.624161,-97.158531,Wendy's
Us Hwy 522 S,39.1611,-78.1555,McDonald's
171 W Old Crossroad,38.648,-78.6745,McDonald's
7455 Lee Highway,37.14306,-80.579291,Bojangles' Famous Chicken 'n Biscuits
2211 South Main Street,37.20121,-80.398964,Bojangles' Famous Chicken 'n Biscuits
2880 Market St,37.1688,-80.4209,Hardee's
2650 Market St,37.16492,-80.4227,Arby's
2500 Market St,37.162967,-80.421102,Taco Bell
2072 Apperson Dr,37.266861,-80.025292,McDonald's
1203 W Main St,37.290521,-80.076398,McDonald's
2801 Franklin Rd SW,37.2465,-79.96064,McDonald's
2355 Burlington Pike,39.022686,-84.709995,Gold Star Chili
12 Martha Layne Collins Blvd,39.0281,-84.4511,Arby's
10930 New Haven Rd,39.2585,-84.8015,Waffle House
3708 Alexandria Pike,39.027607,-84.449263,Wendy's
11970 Lebanon Rd,39.2923,-84.3932,KFC
4606 Belden Village St NW,40.856422,-81.434206,Wendy's
1582 E Kemper Rd,39.28594,-84.44577,Wendy's
516 N Main,38.3876,-78.969,McDonald's
98 Carlton St,38.4432,-78.8578,McDonald's
8853 Reading Rd,39.2221,-84.4417,White Castle
8969 Fields Ertel Rd,39.29211,-84.31342,McDonald's
709 E Lincolnway,40.733769,-81.094895,Hardee's
519 Canton Rd NW,40.58025,-81.09295,Wendy's
919 W North Bend Rd,39.20135,-84.52084,McDonald's
14 Martha Layne Collins Blvd,39.02779,-84.45143,Taco Bell
23 E High St,39.51006,-84.74151,Jimmy John's
1300 Seaton Drive,38.567286,-82.83007,Arby's
1045 Winchester Avenue,38.481963,-82.645262,Arby's
4 S Mustang Rd,35.46437,-97.72459,McDonald's
21355 Sherwood Blvd,45.3656,-122.8477,McDonald's
359 Kidder St,41.249908,-75.856264,Wendy's
510 Pierce St,41.257654,-75.883083,Arby's
2659 Front St,37.09416,-81.81229,McDonald's
1422 S Main St,38.19885,-89.99387,McDonald's
8834 W State Road 114,40.94137,-87.21633,McDonald's
8019 Merriman Rd,42.24591,-83.347506,McDonald's
3003 Ny-50,43.0983,-73.74834,Mcdonalds
5835 Saint Croix Trl,45.51044,-92.99022,McDonald's
110 Slim Lemoine Rd,31.061466,-92.05434,McDonald's
667 Maratech Ave,44.94063,-89.84137,McDonalds
1930 Monmouth St,39.07865,-84.48072,McDonald's
726 1st Ave E,41.6994,-93.04462,McDonald's
600 E Broadway St,34.75545,-92.26144,McDonald's
4008 McCain Blvd,34.78973,-92.22685,McDonald's
1681 E 70th St,32.44294,-93.7199,Sonic Drive-In
628 E Kings Hwy,32.47917,-93.72108,Sonic Drive-In
1328 E Robinson Ave,36.16732,-94.1166,SONIC Drive In
1120 N 7th St,41.93495,-89.06897,McDonald's
1402 W Main St,39.00568,-87.75446,McDonald's
150 N China Lake Blvd,35.62427,-117.66919,McDonald's
590 Highway 51 N,35.76193,-89.54478,McDonald's
1202 N Pacific St,32.67506,-95.4846,McDonald's
6800 Eastman Ave Ste 5,43.6592,-84.24676,McDonald's
100 Garrett Morris Pkwy,32.81028,-98.08335,McDonald's
210 Rodi Rd,40.463396955,-79.824348092,KFC
